Unnamed: 0,topic,app,received_count,message_sent,dropping,percentage
0,topic_topic1,app_app1,283,300,17,5.666666666666666
1,topic_topic1,app_app3,283,300,17,5.666666666666666
2,topic_topic1,app_app5,300,300,0,0.0
3,topic_topic1,app_app7,300,300,0,0.0
4,topic_topic10,app_app11,2992,3000,8,0.26666666666666666
5,topic_topic10,app_app9,2992,3000,8,0.26666666666666666
6,topic_topic11,app_app12,600,600,0,0.0
7,topic_topic11,app_app15,584,600,16,2.666666666666667
8,topic_topic11,app_app8,600,600,0,0.0
9,topic_topic12,app_app10,901,900,-1,-0.1111111111111111
10,topic_topic12,app_app2,864,900,36,4.0
11,topic_topic12,app_app9,901,900,-1,-0.1111111111111111
12,topic_topic13,app_app10,1199,1200,1,0.08333333333333334
13,topic_topic13,app_app11,1199,1200,1,0.08333333333333334
14,topic_topic13,app_app12,1199,1200,1,0.08333333333333334
15,topic_topic14,app_app1,1425,1500,75,5.0
16,topic_topic14,app_app13,1461,1500,39,2.6
17,topic_topic14,app_app16,1461,1500,39,2.6
18,topic_topic14,app_app5,1498,1500,2,0.13333333333333333
19,topic_topic15,app_app15,294,300,6,2.0
20,topic_topic15,app_app6,300,300,0,0.0
21,topic_topic16,app_app16,2061,2100,39,1.8571428571428572
22,topic_topic16,app_app3,1992,2100,108,5.142857142857142
23,topic_topic16,app_app4,1992,2100,108,5.142857142857142
24,topic_topic17,app_app10,2395,2400,5,0.20833333333333334
25,topic_topic17,app_app16,2355,2400,45,1.875
26,topic_topic17,app_app7,2395,2400,5,0.20833333333333334
27,topic_topic18,app_app10,2696,2700,4,0.14814814814814814
28,topic_topic18,app_app12,2696,2700,4,0.14814814814814814
29,topic_topic19,app_app13,2921,3000,79,2.6333333333333333
30,topic_topic19,app_app2,2823,3000,177,5.8999999999999995
31,topic_topic19,app_app5,2992,3000,8,0.26666666666666666
32,topic_topic2,app_app1,566,600,34,5.666666666666666
33,topic_topic2,app_app13,586,600,14,2.3333333333333335
34,topic_topic2,app_app15,586,600,14,2.3333333333333335
35,topic_topic2,app_app7,600,600,0,0.0
36,topic_topic2,app_app9,600,600,0,0.0
37,topic_topic20,app_app14,296,300,4,1.3333333333333335
38,topic_topic20,app_app6,300,300,0,0.0
39,topic_topic21,app_app1,858,900,42,4.666666666666667
40,topic_topic21,app_app4,858,900,42,4.666666666666667
41,topic_topic21,app_app8,901,900,-1,-0.1111111111111111
42,topic_topic22,app_app2,1139,1200,61,5.083333333333333
43,topic_topic22,app_app5,1199,1200,1,0.08333333333333334
44,topic_topic22,app_app9,1199,1200,1,0.08333333333333334
45,topic_topic23,app_app13,1463,1500,37,2.466666666666667
46,topic_topic23,app_app3,1427,1500,73,4.866666666666666
47,topic_topic24,app_app14,1768,1800,32,1.7777777777777777
48,topic_topic24,app_app15,1768,1800,32,1.7777777777777777
49,topic_topic25,app_app16,2064,2100,36,1.7142857142857144
50,topic_topic25,app_app7,2109,2100,-9,-0.4285714285714286
51,topic_topic26,app_app1,2277,2400,123,5.125
52,topic_topic26,app_app11,2394,2400,6,0.25
53,topic_topic26,app_app6,2394,2400,6,0.25
54,topic_topic27,app_app3,2556,2700,144,5.333333333333334
55,topic_topic27,app_app4,2556,2700,144,5.333333333333334
56,topic_topic28,app_app14,2920,3000,80,2.666666666666667
57,topic_topic28,app_app8,2992,3000,8,0.26666666666666666
58,topic_topic29,app_app11,300,300,0,0.0
59,topic_topic29,app_app9,300,300,0,0.0
60,topic_topic3,app_app2,860,900,40,4.444444444444445
61,topic_topic3,app_app3,860,900,40,4.444444444444445
62,topic_topic30,app_app15,887,900,13,1.4444444444444444
63,topic_topic30,app_app16,887,900,13,1.4444444444444444
64,topic_topic30,app_app7,901,900,-1,-0.1111111111111111
65,topic_topic4,app_app13,1174,1200,26,2.166666666666667
66,topic_topic4,app_app3,1134,1200,66,5.5
67,topic_topic5,app_app14,1467,1500,33,2.1999999999999997
68,topic_topic5,app_app4,1419,1500,81,5.4
69,topic_topic5,app_app6,1498,1500,2,0.13333333333333333
70,topic_topic6,app_app11,1804,1800,-4,-0.2222222222222222
71,topic_topic6,app_app4,1747,1800,53,2.944444444444444
72,topic_topic7,app_app12,2109,2100,-9,-0.4285714285714286
73,topic_topic7,app_app5,2109,2100,-9,-0.4285714285714286
74,topic_topic7,app_app8,2109,2100,-9,-0.4285714285714286
75,topic_topic8,app_app14,2350,2400,50,2.083333333333333
76,topic_topic8,app_app6,2395,2400,5,0.20833333333333334
77,topic_topic9,app_app2,2579,2700,121,4.481481481481482
78,topic_topic9,app_app7,2696,2700,4,0.14814814814814814
79,topic_topic9,app_app8,2696,2700,4,0.14814814814814814
