Unnamed: 0,topic,app,received_count,message_sent,dropping,percentage
0,topic_topic1,app_app1,291,300,9,3.0
1,topic_topic1,app_app3,291,300,9,3.0
2,topic_topic1,app_app5,300,300,0,0.0
3,topic_topic1,app_app7,300,300,0,0.0
4,topic_topic10,app_app11,2991,3000,9,0.3
5,topic_topic10,app_app9,2991,3000,9,0.3
6,topic_topic11,app_app12,600,600,0,0.0
7,topic_topic11,app_app15,588,600,12,2.0
8,topic_topic11,app_app8,600,600,0,0.0
9,topic_topic12,app_app10,901,900,-1,-0.1111111111111111
10,topic_topic12,app_app2,864,900,36,4.0
11,topic_topic12,app_app9,901,900,-1,-0.1111111111111111
12,topic_topic13,app_app10,1199,1200,1,0.08333333333333334
13,topic_topic13,app_app11,1199,1200,1,0.08333333333333334
14,topic_topic13,app_app12,1199,1200,1,0.08333333333333334
15,topic_topic14,app_app1,1404,1500,96,6.4
16,topic_topic14,app_app13,1460,1500,40,2.666666666666667
17,topic_topic14,app_app16,1460,1500,40,2.666666666666667
18,topic_topic14,app_app5,1498,1500,2,0.13333333333333333
19,topic_topic15,app_app15,296,300,4,1.3333333333333335
20,topic_topic15,app_app6,300,300,0,0.0
21,topic_topic16,app_app16,2063,2100,37,1.7619047619047619
22,topic_topic16,app_app3,1987,2100,113,5.3809523809523805
23,topic_topic16,app_app4,1987,2100,113,5.3809523809523805
24,topic_topic17,app_app10,2394,2400,6,0.25
25,topic_topic17,app_app16,2345,2400,55,2.2916666666666665
26,topic_topic17,app_app7,2394,2400,6,0.25
27,topic_topic18,app_app10,2696,2700,4,0.14814814814814814
28,topic_topic18,app_app12,2696,2700,4,0.14814814814814814
29,topic_topic19,app_app13,2928,3000,72,2.4
30,topic_topic19,app_app2,2842,3000,158,5.266666666666667
31,topic_topic19,app_app5,2991,3000,9,0.3
32,topic_topic2,app_app1,568,600,32,5.333333333333334
33,topic_topic2,app_app13,586,600,14,2.3333333333333335
34,topic_topic2,app_app15,586,600,14,2.3333333333333335
35,topic_topic2,app_app7,600,600,0,0.0
36,topic_topic2,app_app9,600,600,0,0.0
37,topic_topic20,app_app14,295,300,5,1.6666666666666667
38,topic_topic20,app_app6,300,300,0,0.0
39,topic_topic21,app_app1,862,900,38,4.222222222222222
40,topic_topic21,app_app4,862,900,38,4.222222222222222
41,topic_topic21,app_app8,901,900,-1,-0.1111111111111111
42,topic_topic22,app_app2,1137,1200,63,5.25
43,topic_topic22,app_app5,1199,1200,1,0.08333333333333334
44,topic_topic22,app_app9,1199,1200,1,0.08333333333333334
45,topic_topic23,app_app13,1463,1500,37,2.466666666666667
46,topic_topic23,app_app3,1410,1500,90,6.0
47,topic_topic24,app_app14,1771,1800,29,1.6111111111111112
48,topic_topic24,app_app15,1771,1800,29,1.6111111111111112
49,topic_topic25,app_app16,2055,2100,45,2.142857142857143
50,topic_topic25,app_app7,2109,2100,-9,-0.4285714285714286
51,topic_topic26,app_app1,2275,2400,125,5.208333333333334
52,topic_topic26,app_app11,2394,2400,6,0.25
53,topic_topic26,app_app6,2394,2400,6,0.25
54,topic_topic27,app_app3,2566,2700,134,4.962962962962963
55,topic_topic27,app_app4,2566,2700,134,4.962962962962963
56,topic_topic28,app_app14,2932,3000,68,2.2666666666666666
57,topic_topic28,app_app8,2991,3000,9,0.3
58,topic_topic29,app_app11,300,300,0,0.0
59,topic_topic29,app_app9,300,300,0,0.0
60,topic_topic3,app_app2,852,900,48,5.333333333333334
61,topic_topic3,app_app3,852,900,48,5.333333333333334
62,topic_topic30,app_app15,887,900,13,1.4444444444444444
63,topic_topic30,app_app16,887,900,13,1.4444444444444444
64,topic_topic30,app_app7,901,900,-1,-0.1111111111111111
65,topic_topic4,app_app13,1172,1200,28,2.3333333333333335
66,topic_topic4,app_app3,1146,1200,54,4.5
67,topic_topic5,app_app14,1473,1500,27,1.7999999999999998
68,topic_topic5,app_app4,1423,1500,77,5.133333333333334
69,topic_topic5,app_app6,1498,1500,2,0.13333333333333333
70,topic_topic6,app_app11,1804,1800,-4,-0.2222222222222222
71,topic_topic6,app_app4,1697,1800,103,5.722222222222222
72,topic_topic7,app_app12,2108,2100,-8,-0.38095238095238093
73,topic_topic7,app_app5,2108,2100,-8,-0.38095238095238093
74,topic_topic7,app_app8,2108,2100,-8,-0.38095238095238093
75,topic_topic8,app_app14,2336,2400,64,2.666666666666667
76,topic_topic8,app_app6,2394,2400,6,0.25
77,topic_topic9,app_app2,2568,2700,132,4.888888888888889
78,topic_topic9,app_app7,2696,2700,4,0.14814814814814814
79,topic_topic9,app_app8,2696,2700,4,0.14814814814814814
